PL_NAME,SPEC_TYPE,AUTHORS,NUM_DATAPOINTS,INSTRUMENT,FACILITY,MINWAVELNG,MAXWAVELNG,MINTRANMID,MAXTRANMID,NOTE,rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_dr2_id,gaia_dr3_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,esi,habitability_category,planet_type,inferred_atmosphere
WASP-15 b,Transmission,Kirk et al. 2025,239,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7662,5.1532,2460336.6664,2460336.6664,Tiberius R400,38707.0,WASP-15 b,WASP-15,b,,,TIC 111991770,Gaia DR2 6171009049549197824,Gaia DR3 6171009049549197824,1.0,1.0,1.0,0.0,0.0,Transit,2009.0,<a refstr=WEST_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009AJ....137.4834W/abstract target=ref> West et al. 2009 </a>,2009-06,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.7521,,15.80469,1.41,171.6282,0.54,,,,,171.6282,0.54,Mass,,0.0,,,85.96,,,0.0,,0.97,,7.29,,,,,63.4,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6300.0,1.48,1.18,-0.17,[Fe/H],,4.35,,0.52,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m42.72s,208.9280111,-32d09m34.96s,-32.1597118,28.76954,318.43652,-18.99413,218.40423,24.0466985,8.76979,-22.3905,282.091,3.51679,11.34,10.972,9.956,9.713,9.693,,,,,,9.645001,9.667,9.633,8.452,10.797,,10.4445,,2018-04-25,2017-03,2018-04-26,0.0,2.0,1.0,0.0,1.0,4.0,0.0,0.803691229433701,Earth-like (High Habitability Potential),Gas Giant,Inferred: H/He-dominated primordial envelope
WASP-156 b,Transmission,Jiang et al. 2023,40,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.53,0.92,,,,38738.0,WASP-156 b,WASP-156,b,,,TIC 270380593,Gaia DR2 2514360548993901312,Gaia DR3 2514360548993901312,1.0,1.0,1.0,0.0,0.0,Transit,2017.0,<a refstr=DEMANGEON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...610A..63D/abstract target=ref>Demangeon et al. 2018</a>,2018-03,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,3.8361623,0.0458,6.02802815,0.53778558,41.8,0.13151751,,,,,41.8,0.13151751,Mass,1.05,0.0,,934.5,,2458414.13606,BJD,0.0,0.227663,,2.4044766,,0.06684067,,,90.0,18.7,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,4987.0,0.8268,0.8712,0.305,[Fe/H],-0.41794,4.541,5.6,2.1541,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h11m07.70s,32.782085,+02d25m05.50s,2.4181937,-54.7599,159.09073,-10.16431,31.41486,84.3131056,74.1903,40.0562,122.066,8.16366,12.2,11.559,9.906,9.473,9.339,15.5262,12.1436,11.3519,11.0946,11.2942,9.312,9.377,9.33,8.653,11.3227,,10.7307,,2024-07-22,2024-06,2024-07-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6639722011580184,Moderately Habitable,Neptune-like,Inferred: H/He + volatile ices (Neptune-like envelope)
WASP-16 b,Eclipse,Deming et al. 2023,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2456179.8071,2456179.8071,"AOR = 45674496, date is start time.",38763.0,WASP-16 b,WASP-16,b,,,TIC 46096489,Gaia DR2 6283723285046532864,Gaia DR3 6283723285046532864,1.0,1.0,1.0,0.0,0.0,Transit,2009.0,<a refstr=LISTER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...703..752L/abstract target=ref> Lister et al. 2009 </a>,2009-09,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.1186,,13.67498,1.22,394.1092,1.24,,,,,394.1092,1.24,Mass,,0.0,,,85.22,,,0.0,,1.2,,9.52,,,,,116.7,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5700.0,1.14,1.78,0.01,[Fe/H],,4.49,,1.68,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h18m43.92s,214.6830109,-20d16m31.57s,-20.2754374,38.09725,329.23463,-6.06255,219.12771,17.2567459,-0.0398218,17.2567,194.134,5.12299,12.508,11.288,9.984,9.659,9.589,13.8907,12.1798,11.2881,11.1118,11.8279,9.544,9.578,9.5,9.11,11.1247,,10.6481,,2018-04-25,2017-03,2018-04-26,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.7840020610062921,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
WASP-16 b,Eclipse,Deming et al. 2023,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2456578.983,2456578.983,"AOR = 48692736, date is start time.",38763.0,WASP-16 b,WASP-16,b,,,TIC 46096489,Gaia DR2 6283723285046532864,Gaia DR3 6283723285046532864,1.0,1.0,1.0,0.0,0.0,Transit,2009.0,<a refstr=LISTER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...703..752L/abstract target=ref> Lister et al. 2009 </a>,2009-09,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.1186,,13.67498,1.22,394.1092,1.24,,,,,394.1092,1.24,Mass,,0.0,,,85.22,,,0.0,,1.2,,9.52,,,,,116.7,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5700.0,1.14,1.78,0.01,[Fe/H],,4.49,,1.68,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h18m43.92s,214.6830109,-20d16m31.57s,-20.2754374,38.09725,329.23463,-6.06255,219.12771,17.2567459,-0.0398218,17.2567,194.134,5.12299,12.508,11.288,9.984,9.659,9.589,13.8907,12.1798,11.2881,11.1118,11.8279,9.544,9.578,9.5,9.11,11.1247,,10.6481,,2018-04-25,2017-03,2018-04-26,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.7840020610062921,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
WASP-166 b,Transmission,Mayo et al. 2025,110,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.858,2.8167,2460309.8909,2460309.8909,SOSS; Constant Width bins,38793.0,WASP-166 b,WASP-166,b,,,TIC 408310006,Gaia DR2 5664957444179338240,Gaia DR3 5664957444179338240,1.0,1.0,1.0,0.0,0.0,Transit,2019.0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.3067H/abstract target=ref>Hellier et al. 2019</a>,2019-09,Ground,WASP-South,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.3067H/abstract target=ref>Hellier et al. 2019</a>,5.44354,0.0641,7.06167,0.63,32.10083,0.101,,,,,32.10083,0.101,Mass,0.54,0.0,440.0,1270.0,88.0,2457664.3289,BJD-TDB,0.0,0.39,0.281,3.6,11.3,,,,,10.4,3.0,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.3067H/abstract target=ref>Hellier et al. 2019</a>,F9 V,6050.0,1.22,1.19,0.19,[Fe/H],,4.34,2.1,0.92,5.1,12.1,23.6285,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h39m30.03s,144.8751047,-20d58m56.71s,-20.9824191,23.13623,253.96174,-32.83507,155.34594,56.1556887,-55.0824,10.9266,114.173,8.73006,9.94,9.351,8.35,8.135,8.032,,,,,,7.999,8.054,8.063,7.933,9.257,,8.86849,,2019-07-19,2019-09,2019-07-25,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5876989500360126,Marginally Habitable,Neptune-like,Inferred: H/He + volatile ices (Neptune-like envelope)
WASP-166 b,Transmission,Mayo et al. 2025,119,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.8534,2.8154,2460309.8909,2460309.8909,SOSS; R=100,38793.0,WASP-166 b,WASP-166,b,,,TIC 408310006,Gaia DR2 5664957444179338240,Gaia DR3 5664957444179338240,1.0,1.0,1.0,0.0,0.0,Transit,2019.0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.3067H/abstract target=ref>Hellier et al. 2019</a>,2019-09,Ground,WASP-South,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.3067H/abstract target=ref>Hellier et al. 2019</a>,5.44354,0.0641,7.06167,0.63,32.10083,0.101,,,,,32.10083,0.101,Mass,0.54,0.0,440.0,1270.0,88.0,2457664.3289,BJD-TDB,0.0,0.39,0.281,3.6,11.3,,,,,10.4,3.0,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.3067H/abstract target=ref>Hellier et al. 2019</a>,F9 V,6050.0,1.22,1.19,0.19,[Fe/H],,4.34,2.1,0.92,5.1,12.1,23.6285,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h39m30.03s,144.8751047,-20d58m56.71s,-20.9824191,23.13623,253.96174,-32.83507,155.34594,56.1556887,-55.0824,10.9266,114.173,8.73006,9.94,9.351,8.35,8.135,8.032,,,,,,7.999,8.054,8.063,7.933,9.257,,8.86849,,2019-07-19,2019-09,2019-07-25,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5876989500360126,Marginally Habitable,Neptune-like,Inferred: H/He + volatile ices (Neptune-like envelope)
WASP-166 b,Transmission,Mayo et al. 2025,132,Near Infrared Spectrograph (NIRSpec) - G395M,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8094,5.164,2460326.2213,2460326.2213,Constant Width bins,38793.0,WASP-166 b,WASP-166,b,,,TIC 408310006,Gaia DR2 5664957444179338240,Gaia DR3 5664957444179338240,1.0,1.0,1.0,0.0,0.0,Transit,2019.0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.3067H/abstract target=ref>Hellier et al. 2019</a>,2019-09,Ground,WASP-South,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.3067H/abstract target=ref>Hellier et al. 2019</a>,5.44354,0.0641,7.06167,0.63,32.10083,0.101,,,,,32.10083,0.101,Mass,0.54,0.0,440.0,1270.0,88.0,2457664.3289,BJD-TDB,0.0,0.39,0.281,3.6,11.3,,,,,10.4,3.0,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.3067H/abstract target=ref>Hellier et al. 2019</a>,F9 V,6050.0,1.22,1.19,0.19,[Fe/H],,4.34,2.1,0.92,5.1,12.1,23.6285,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h39m30.03s,144.8751047,-20d58m56.71s,-20.9824191,23.13623,253.96174,-32.83507,155.34594,56.1556887,-55.0824,10.9266,114.173,8.73006,9.94,9.351,8.35,8.135,8.032,,,,,,7.999,8.054,8.063,7.933,9.257,,8.86849,,2019-07-19,2019-09,2019-07-25,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5876989500360126,Marginally Habitable,Neptune-like,Inferred: H/He + volatile ices (Neptune-like envelope)
WASP-166 b,Transmission,Mayo et al. 2025,62,Near Infrared Spectrograph (NIRSpec) - G395M,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8093,5.1345,2460326.2213,2460326.2213,R=100,38793.0,WASP-166 b,WASP-166,b,,,TIC 408310006,Gaia DR2 5664957444179338240,Gaia DR3 5664957444179338240,1.0,1.0,1.0,0.0,0.0,Transit,2019.0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.3067H/abstract target=ref>Hellier et al. 2019</a>,2019-09,Ground,WASP-South,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.3067H/abstract target=ref>Hellier et al. 2019</a>,5.44354,0.0641,7.06167,0.63,32.10083,0.101,,,,,32.10083,0.101,Mass,0.54,0.0,440.0,1270.0,88.0,2457664.3289,BJD-TDB,0.0,0.39,0.281,3.6,11.3,,,,,10.4,3.0,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.3067H/abstract target=ref>Hellier et al. 2019</a>,F9 V,6050.0,1.22,1.19,0.19,[Fe/H],,4.34,2.1,0.92,5.1,12.1,23.6285,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h39m30.03s,144.8751047,-20d58m56.71s,-20.9824191,23.13623,253.96174,-32.83507,155.34594,56.1556887,-55.0824,10.9266,114.173,8.73006,9.94,9.351,8.35,8.135,8.032,,,,,,7.999,8.054,8.063,7.933,9.257,,8.86849,,2019-07-19,2019-09,2019-07-25,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5876989500360126,Marginally Habitable,Neptune-like,Inferred: H/He + volatile ices (Neptune-like envelope)
WASP-17 b,Eclipse,Valentine et al. 2024,28,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.125,11.875,2460018.5956,2460018.5956,ExoTiC-MIRI,38817.0,WASP-17 b,WASP-17,b,,,TIC 66818296,Gaia DR2 6042793005779654656,Gaia DR3 6042793005779654656,1.0,1.0,1.0,0.0,0.0,Transit,2009.0,<a refstr=ANDERSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...709..159A/abstract target=ref> Anderson et al. 2010 </a>,2010-01,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.73543,,20.96083,1.87,247.9074,0.78,,,,,247.9074,0.78,Mass,,0.0,,,86.63,,,0.0,,1.7,,8.97,,,,,59.2,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6550.0,1.49,2.28,-0.25,[Fe/H],,4.2,,0.98,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h59m50.94s,239.9622479,-28d03m42.46s,-28.0617941,18.66769,345.95969,-7.33863,243.54899,12.5908023,-8.1001,-9.63933,405.908,2.43656,11.826,11.588,10.509,10.319,10.224,,,,,,10.197,10.225,10.093,8.805,11.3803,,11.0261,,2018-04-25,2017-03,2018-04-26,0.0,3.0,2.0,0.0,8.0,25.0,0.0,0.786245229479787,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
WASP-17 b,Eclipse,Valentine et al. 2024,28,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.125,11.875,2460018.5954,2460018.5954,Eureka!,38817.0,WASP-17 b,WASP-17,b,,,TIC 66818296,Gaia DR2 6042793005779654656,Gaia DR3 6042793005779654656,1.0,1.0,1.0,0.0,0.0,Transit,2009.0,<a refstr=ANDERSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...709..159A/abstract target=ref> Anderson et al. 2010 </a>,2010-01,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.73543,,20.96083,1.87,247.9074,0.78,,,,,247.9074,0.78,Mass,,0.0,,,86.63,,,0.0,,1.7,,8.97,,,,,59.2,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6550.0,1.49,2.28,-0.25,[Fe/H],,4.2,,0.98,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h59m50.94s,239.9622479,-28d03m42.46s,-28.0617941,18.66769,345.95969,-7.33863,243.54899,12.5908023,-8.1001,-9.63933,405.908,2.43656,11.826,11.588,10.509,10.319,10.224,,,,,,10.197,10.225,10.093,8.805,11.3803,,11.0261,,2018-04-25,2017-03,2018-04-26,0.0,3.0,2.0,0.0,8.0,25.0,0.0,0.786245229479787,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
WASP-17 b,Eclipse,Gressier et al. 2025,155,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.604,2.8154,2460026.0669,2460026.0669,"Figure 5, transitspectroscopy pipeline, only positive eclipse depths",38817.0,WASP-17 b,WASP-17,b,,,TIC 66818296,Gaia DR2 6042793005779654656,Gaia DR3 6042793005779654656,1.0,1.0,1.0,0.0,0.0,Transit,2009.0,<a refstr=ANDERSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...709..159A/abstract target=ref> Anderson et al. 2010 </a>,2010-01,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.73543,,20.96083,1.87,247.9074,0.78,,,,,247.9074,0.78,Mass,,0.0,,,86.63,,,0.0,,1.7,,8.97,,,,,59.2,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6550.0,1.49,2.28,-0.25,[Fe/H],,4.2,,0.98,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h59m50.94s,239.9622479,-28d03m42.46s,-28.0617941,18.66769,345.95969,-7.33863,243.54899,12.5908023,-8.1001,-9.63933,405.908,2.43656,11.826,11.588,10.509,10.319,10.224,,,,,,10.197,10.225,10.093,8.805,11.3803,,11.0261,,2018-04-25,2017-03,2018-04-26,0.0,3.0,2.0,0.0,8.0,25.0,0.0,0.786245229479787,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
WASP-17 b,Eclipse,Gressier et al. 2025,155,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.604,2.8154,2460026.0669,2460026.0669,"Figure 5, transitspectroscopy pipeline, negative eclipse depths allowed",38817.0,WASP-17 b,WASP-17,b,,,TIC 66818296,Gaia DR2 6042793005779654656,Gaia DR3 6042793005779654656,1.0,1.0,1.0,0.0,0.0,Transit,2009.0,<a refstr=ANDERSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...709..159A/abstract target=ref> Anderson et al. 2010 </a>,2010-01,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.73543,,20.96083,1.87,247.9074,0.78,,,,,247.9074,0.78,Mass,,0.0,,,86.63,,,0.0,,1.7,,8.97,,,,,59.2,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6550.0,1.49,2.28,-0.25,[Fe/H],,4.2,,0.98,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h59m50.94s,239.9622479,-28d03m42.46s,-28.0617941,18.66769,345.95969,-7.33863,243.54899,12.5908023,-8.1001,-9.63933,405.908,2.43656,11.826,11.588,10.509,10.319,10.224,,,,,,10.197,10.225,10.093,8.805,11.3803,,11.0261,,2018-04-25,2017-03,2018-04-26,0.0,3.0,2.0,0.0,8.0,25.0,0.0,0.786245229479787,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
WASP-17 b,Eclipse,Deming et al. 2023,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2455304.5159,2455304.5159,"AOR = 34870272, date is start time.",38817.0,WASP-17 b,WASP-17,b,,,TIC 66818296,Gaia DR2 6042793005779654656,Gaia DR3 6042793005779654656,1.0,1.0,1.0,0.0,0.0,Transit,2009.0,<a refstr=ANDERSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...709..159A/abstract target=ref> Anderson et al. 2010 </a>,2010-01,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.73543,,20.96083,1.87,247.9074,0.78,,,,,247.9074,0.78,Mass,,0.0,,,86.63,,,0.0,,1.7,,8.97,,,,,59.2,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6550.0,1.49,2.28,-0.25,[Fe/H],,4.2,,0.98,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h59m50.94s,239.9622479,-28d03m42.46s,-28.0617941,18.66769,345.95969,-7.33863,243.54899,12.5908023,-8.1001,-9.63933,405.908,2.43656,11.826,11.588,10.509,10.319,10.224,,,,,,10.197,10.225,10.093,8.805,11.3803,,11.0261,,2018-04-25,2017-03,2018-04-26,0.0,3.0,2.0,0.0,8.0,25.0,0.0,0.786245229479787,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
